NS,ND,NF,Entropy,LA,LD,LT,Fix,NDEV,AGE,NUC,EXP,REXP,SEXP,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,bug,commit_date
1,1,1,0.0,0,0,4,1,2,14.0,1,299,247.6030251488033,291,427,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,25,1,2,14.0,1,299,247.6030251488033,291,149,3,4,2,2,6,5,25,1,6,1,5,0,0,0,3,0,0,0,0,14,0,2,0,0,0,15,9,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,10,1,2,14.0,1,299,247.6030251488033,291,257,1,0,0,0,2,9,10,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,5,1,2,14.0,1,299,247.6030251488033,291,289,2,0,0,0,2,3,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,3,1,2,14.0,1,299,247.6030251488033,291,307,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,3,1,2,14.0,1,299,247.6030251488033,291,361,1,0,0,0,1,1,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,6,1,2,14.0,1,299,247.6030251488033,291,341,1,0,0,0,2,1,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,False,0,2013-03-20 16:56:41+00:00
1,1,1,0.0,0,0,2,1,2,14.0,1,299,247.6030251488033,291,331,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-03-20 16:56:41+00:00
1,10,14,2.9882770049633214,18,10,16,0,3,47.81818181818182,11,58,48.20152419353243,194,105,2,1,0,1,4,14,24,3,2,0,14,1,1,0,1,1,0,2,2,3,0,3,0,0,0,16,1,0,False,1,2013-01-29 13:00:33+00:00
1,10,14,2.9882770049633214,0,0,3,0,3,47.81818181818182,11,58,48.20152419353243,194,91,0,1,1,0,1,2,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,False,0,2013-01-29 13:00:33+00:00
1,10,14,2.9882770049633214,0,0,2,0,3,47.81818181818182,11,58,48.20152419353243,194,181,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,False,0,2013-01-29 13:00:33+00:00
1,10,14,2.9882770049633214,0,0,3,0,3,47.81818181818182,11,58,48.20152419353243,194,79,2,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-01-29 13:00:33+00:00
1,1,1,0.0,0,0,3,1,1,5.0,1,2,1.9839323541444367,3,435,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,7,1,1,5.0,1,2,1.9839323541444367,3,275,3,1,1,0,3,5,7,1,1,1,5,0,0,0,1,0,0,3,0,2,1,1,0,0,0,19,2,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,5,1,1,5.0,1,2,1.9839323541444367,3,153,2,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,3,1,1,5.0,1,2,1.9839323541444367,3,425,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,14,1,1,5.0,1,2,1.9839323541444367,3,369,1,1,1,0,4,1,14,1,2,1,1,0,0,1,1,1,0,2,0,3,0,2,0,0,0,19,2,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,1,1,25,1,1,5.0,1,2,1.9839323541444367,3,183,3,4,0,4,5,13,25,1,4,0,13,4,1,0,1,2,0,1,0,7,0,3,0,0,0,23,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,3,1,1,5.0,1,2,1.9839323541444367,3,415,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,12,1,1,5.0,1,2,1.9839323541444367,3,299,1,1,1,0,5,7,12,0,1,1,7,0,0,0,2,0,0,1,0,4,1,2,0,0,0,23,2,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,5,1,1,5.0,1,2,1.9839323541444367,3,167,2,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,12,1,1,5.0,1,2,1.9839323541444367,3,337,1,1,1,0,4,3,12,0,2,1,3,0,0,1,0,0,0,1,0,5,1,2,0,0,0,19,2,0,False,0,2012-09-12 09:06:17+01:00
1,1,1,0.0,0,0,12,1,1,33.0,1,447,335.32262603733415,412,205,1,0,0,0,4,4,12,1,1,1,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0,8,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,0,0,3,1,1,33.0,1,447,335.32262603733415,412,189,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,1,1,9,1,1,33.0,1,447,335.32262603733415,412,137,3,0,0,0,1,7,9,0,1,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,0,0,3,1,1,33.0,1,447,335.32262603733415,412,169,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,0,0,3,1,1,33.0,1,447,335.32262603733415,412,179,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,0,0,6,1,1,33.0,1,447,335.32262603733415,412,237,1,0,0,0,1,2,6,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,1,1,8,1,1,33.0,1,447,335.32262603733415,412,115,0,0,0,0,1,2,8,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,1,1,3,1,1,33.0,1,447,335.32262603733415,412,103,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2013-07-11 15:58:54+02:00
1,1,1,0.0,0,0,16,0,1,0.0,1,367,270.2568667339377,347,277,4,1,1,0,5,10,16,0,3,1,10,0,0,1,0,0,0,0,0,5,0,2,0,0,0,21,2,0,False,0,2013-06-14 16:25:15+01:00
1,1,1,0.0,0,0,8,0,1,0.0,1,367,270.2568667339377,347,95,1,0,0,0,2,2,8,0,0,2,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,9,1,0,False,0,2013-06-14 16:25:15+01:00
1,1,1,0.0,0,0,8,0,1,0.0,1,367,270.2568667339377,347,123,0,0,0,0,2,4,8,1,2,0,4,0,0,0,0,0,0,1,1,3,0,1,0,0,0,4,4,0,False,0,2013-06-14 16:25:15+01:00
1,1,1,0.0,0,9,22,0,1,0.0,1,367,270.2568667339377,347,155,3,0,0,0,1,5,13,0,1,2,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,4,0,False,0,2013-06-14 16:25:15+01:00
1,1,1,0.0,0,4,32,0,1,0.0,1,367,270.2568667339377,347,207,3,2,0,2,6,5,28,1,1,2,5,2,1,0,0,0,0,0,0,5,0,1,0,0,0,12,1,0,False,0,2013-06-14 16:25:15+01:00
1,1,1,0.0,0,0,16,0,1,0.0,1,367,270.2568667339377,347,329,3,1,1,0,4,10,16,0,3,1,10,0,0,1,0,0,0,0,0,5,0,2,0,0,0,19,2,0,False,0,2013-06-14 16:25:15+01:00
2,13,34,4.181108404012635,8,2,5,0,3,4.857142857142857,10,39,39.81632969152814,52,91,3,1,1,0,4,5,11,0,1,4,5,0,0,0,2,0,0,0,1,1,0,1,0,0,0,17,9,0,True,0,2012-10-25 15:15:18+02:00
2,13,34,4.181108404012635,8,2,3,0,3,4.857142857142857,10,39,39.81632969152814,52,121,2,1,0,1,1,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,False,0,2012-10-25 15:15:18+02:00
2,13,34,4.181108404012635,4,4,13,0,3,4.857142857142857,10,39,39.81632969152814,52,155,4,0,0,0,2,6,13,2,3,2,6,0,0,0,0,0,0,1,2,3,0,1,0,0,0,15,9,0,False,0,2012-10-25 15:15:18+02:00
2,13,34,4.181108404012635,11,0,9,0,3,4.857142857142857,10,39,39.81632969152814,52,131,3,0,0,0,2,5,9,0,1,2,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,9,0,False,0,2012-10-25 15:15:18+02:00
2,13,34,4.181108404012635,0,0,5,0,3,4.857142857142857,10,39,39.81632969152814,52,193,2,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,9,0,False,0,2012-10-25 15:15:18+02:00
1,6,9,2.5095808549887098,22,0,15,0,3,0.125,6,55,55.30712885722043,69,33,3,0,0,0,4,4,15,1,3,2,4,0,0,1,2,0,0,0,4,5,0,2,0,0,0,14,9,0,False,0,2012-10-29 12:53:22+01:00
1,9,9,2.4092672522514684,0,0,6,0,3,10.88888888888889,9,70,59.43500651857034,215,133,2,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,1,0,True,0,2013-02-04 12:01:48+00:00
1,9,9,2.4092672522514684,0,0,20,0,3,10.88888888888889,9,70,59.43500651857034,215,151,0,0,0,0,7,8,20,2,2,0,8,0,0,1,1,1,0,1,0,2,0,5,0,0,0,11,1,0,False,0,2013-02-04 12:01:48+00:00
1,9,9,2.4092672522514684,0,0,3,0,3,10.88888888888889,9,70,59.43500651857034,215,107,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,True,0,2013-02-04 12:01:48+00:00
1,2,2,0.9182958340544896,0,0,10,0,3,1.0,1,415,307.72974221057194,385,227,1,0,0,0,2,7,10,1,1,1,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,10,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,415,307.72974221057194,385,153,1,0,0,0,1,3,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,415,307.72974221057194,385,555,3,0,0,0,2,3,7,2,1,2,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,25,9,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,415,307.72974221057194,385,575,3,0,0,0,2,6,7,0,2,2,6,0,0,0,1,0,0,0,0,2,1,1,0,0,0,27,9,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,415,307.72974221057194,385,535,3,0,0,0,2,3,7,2,1,2,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,27,9,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,1,0,119,0,3,1.0,1,415,307.72974221057194,385,173,5,0,0,0,7,22,120,1,11,0,22,0,0,0,1,0,0,0,0,13,2,1,4,0,0,70,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,415,307.72974221057194,385,595,3,0,0,0,2,6,7,0,2,2,6,0,0,0,1,0,0,0,0,2,1,1,0,0,0,31,9,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,8,0,3,1.0,1,415,307.72974221057194,385,615,3,0,0,0,2,4,8,2,2,1,4,0,0,0,1,0,0,0,0,2,1,1,0,0,0,30,9,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,415,307.72974221057194,385,297,3,0,0,0,1,3,5,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,29,0,3,1.0,1,415,307.72974221057194,385,375,4,0,0,0,4,12,29,2,2,1,12,0,0,0,0,0,1,0,0,3,1,2,1,0,0,33,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,415,307.72974221057194,385,417,0,0,0,0,1,8,5,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,415,307.72974221057194,385,433,0,0,0,0,1,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,False,0,2013-07-03 15:05:14+02:00
1,2,2,0.9182958340544896,0,0,14,0,3,1.0,1,415,307.72974221057194,385,483,2,0,0,0,3,6,14,1,1,1,6,0,0,0,0,0,1,0,0,2,1,1,0,0,0,24,1,0,False,0,2013-07-03 15:05:14+02:00
2,8,12,1.9560280980989704,0,0,8,0,3,2.5,10,419,311.4975543700423,393,117,2,0,0,0,2,3,8,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,9,0,True,0,2013-07-03 23:46:55+02:00
2,8,12,1.9560280980989704,0,0,16,0,3,2.5,10,419,311.4975543700423,393,141,4,0,0,0,2,6,16,1,4,1,6,0,0,0,0,0,0,0,2,8,0,1,0,0,0,11,9,0,False,0,2013-07-03 23:46:55+02:00
2,8,12,1.9560280980989704,0,0,3,0,3,2.5,10,419,311.4975543700423,393,281,2,1,0,1,1,2,3,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,False,1,2013-07-03 23:46:55+02:00
2,8,12,1.9560280980989704,0,0,33,0,3,2.5,10,419,311.4975543700423,393,291,5,1,1,0,7,20,33,0,4,2,20,0,0,0,4,0,0,0,0,6,0,2,0,0,0,18,9,0,False,1,2013-07-03 23:46:55+02:00
2,8,12,1.9560280980989704,1,0,3,0,3,2.5,10,419,311.4975543700423,393,191,0,0,0,0,1,2,4,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0,False,0,2013-07-03 23:46:55+02:00
2,8,12,1.9560280980989704,0,0,20,0,3,2.5,10,419,311.4975543700423,393,213,2,0,0,0,5,16,20,0,6,1,16,0,0,0,0,1,0,3,1,7,2,2,0,0,0,27,9,0,True,0,2013-07-03 23:46:55+02:00
1,2,2,0.9709505944546686,0,0,2,0,3,1.0,1,139,133.735864597519,147,167,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,8,0,3,1.0,1,139,133.735864597519,147,663,0,0,0,0,2,8,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,4,0,3,1.0,1,139,133.735864597519,147,949,1,0,0,0,1,4,4,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,29,0,3,1.0,1,139,133.735864597519,147,863,2,0,0,0,1,10,29,0,2,0,10,0,0,0,0,0,0,1,0,2,1,0,2,0,0,17,1,0,False,1,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,4,0,3,1.0,1,139,133.735864597519,147,965,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,24,0,3,1.0,1,139,133.735864597519,147,249,4,1,1,0,1,7,24,0,2,1,7,0,0,0,0,0,0,1,0,4,1,0,2,0,0,24,2,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,19,0,3,1.0,1,139,133.735864597519,147,205,6,2,0,2,4,10,19,3,0,3,10,2,1,0,3,0,0,0,0,4,0,1,0,0,0,36,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,5,0,3,1.0,1,139,133.735864597519,147,175,1,2,0,2,1,2,5,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,8,0,3,1.0,1,139,133.735864597519,147,685,2,1,1,0,2,2,8,0,3,0,2,0,0,1,0,0,0,0,1,4,0,1,0,0,0,10,2,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,30,0,3,1.0,1,139,133.735864597519,147,779,3,2,0,2,1,5,30,0,1,0,5,2,1,0,0,0,0,0,0,2,0,0,2,0,0,29,1,0,False,1,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,4,0,3,1.0,1,139,133.735864597519,147,649,1,0,0,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,71,0,3,1.0,1,139,133.735864597519,147,319,6,3,3,0,6,20,71,1,5,2,20,0,0,0,4,1,0,3,1,11,2,1,2,0,0,41,2,0,False,1,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,8,1,34,0,3,1.0,1,139,133.735864597519,147,525,2,1,1,0,11,8,41,4,4,0,8,0,0,0,4,1,1,3,5,19,0,1,0,0,0,29,2,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,11,0,3,1.0,1,139,133.735864597519,147,985,2,0,0,0,2,4,11,0,1,1,4,0,0,0,1,0,0,0,0,2,2,1,0,0,0,6,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,5,0,3,1.0,1,139,133.735864597519,147,189,1,1,1,0,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,9,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,5,0,3,1.0,1,139,133.735864597519,147,273,3,1,0,1,1,3,5,0,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,8,0,3,1.0,1,139,133.735864597519,147,461,1,0,0,0,7,5,8,0,0,2,5,0,0,0,4,0,2,4,0,0,0,1,0,0,0,9,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,2,0,3,1.0,1,139,133.735864597519,147,755,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,8,0,3,1.0,1,139,133.735864597519,147,715,1,1,0,1,2,2,8,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,2,0,3,1.0,1,139,133.735864597519,147,741,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,5,0,3,1.0,1,139,133.735864597519,147,299,3,1,0,1,1,4,5,0,2,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,4,0,3,1.0,1,139,133.735864597519,147,395,2,1,0,1,1,4,4,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,13,0,3,1.0,1,139,133.735864597519,147,879,3,0,0,0,4,10,13,0,0,2,10,0,0,0,2,0,0,0,1,0,0,1,0,0,0,12,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,3,0,3,1.0,1,139,133.735864597519,147,929,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,9,0,3,1.0,1,139,133.735864597519,147,799,2,1,0,1,2,13,9,0,0,1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,1,0,False,0,2012-11-28 16:34:34+01:00
1,2,2,0.9709505944546686,0,0,6,0,3,1.0,1,139,133.735864597519,147,839,2,1,0,1,1,3,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-11-28 16:34:34+01:00
1,3,7,1.9361854871081807,0,0,3,0,3,17.5,1,89,69.02525683491011,306,699,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,5,0,3,17.5,1,89,69.02525683491011,306,189,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,9,0,3,17.5,1,89,69.02525683491011,306,269,1,2,2,0,3,2,9,0,1,0,2,0,0,0,2,0,0,0,0,3,0,1,0,0,0,23,2,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,7,0,3,17.5,1,89,69.02525683491011,306,907,4,0,0,0,2,3,7,0,1,2,3,0,0,0,1,0,0,0,1,2,0,1,0,0,0,18,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,2,0,3,17.5,1,89,69.02525683491011,306,935,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,3,0,3,17.5,1,89,69.02525683491011,306,945,1,5,4,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,20,0,13,0,3,17.5,1,89,69.02525683491011,306,643,0,1,1,0,3,4,13,3,2,0,4,0,0,0,0,0,0,1,0,4,2,1,0,0,0,6,0,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,3,0,3,17.5,1,89,69.02525683491011,306,203,2,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,48,0,37,0,3,17.5,1,89,69.02525683491011,306,715,3,2,0,2,7,7,37,0,2,1,7,2,2,0,1,0,0,0,0,5,0,2,0,0,0,21,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,4,0,3,0,3,17.5,1,89,69.02525683491011,306,295,0,1,1,0,2,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,153,1,112,0,3,17.5,1,89,69.02525683491011,306,307,17,3,0,3,5,33,112,1,14,1,33,3,2,0,3,0,1,3,3,31,1,3,2,0,0,87,1,0,False,1,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,11,0,3,17.5,1,89,69.02525683491011,306,241,1,1,0,1,2,7,11,0,0,0,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,13,0,9,0,3,17.5,1,89,69.02525683491011,306,685,1,6,4,2,1,3,9,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,3,0,3,17.5,1,89,69.02525683491011,306,213,2,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,4,0,3,17.5,1,89,69.02525683491011,306,813,1,0,0,0,1,2,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,6,0,3,17.5,1,89,69.02525683491011,306,223,1,2,2,0,1,1,6,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,27,0,3,17.5,1,89,69.02525683491011,306,827,4,0,0,0,7,12,27,1,5,2,12,0,0,0,5,0,1,1,1,15,1,1,0,0,0,49,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,18,0,3,17.5,1,89,69.02525683491011,306,569,7,2,0,2,2,10,18,0,5,4,10,0,0,0,0,0,0,1,0,6,1,1,0,0,0,27,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,2,0,3,17.5,1,89,69.02525683491011,306,543,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,7,1.9361854871081807,0,0,25,0,3,17.5,1,89,69.02525683491011,306,475,5,2,0,2,4,10,25,0,2,4,10,0,0,0,3,0,1,0,3,5,0,1,0,0,0,22,1,0,False,0,2013-04-10 14:42:52+01:00
1,3,6,2.093603482513679,0,0,5,0,3,2.2,3,186,163.415365304845,186,603,2,1,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,False,0,2013-01-14 18:37:00+01:00
1,3,6,2.093603482513679,42,18,27,0,3,2.2,3,186,163.415365304845,186,165,6,2,1,1,13,15,51,2,5,2,15,1,1,0,7,0,0,1,1,10,2,5,0,0,0,42,41,0,False,1,2013-01-14 18:37:00+01:00
1,3,6,2.093603482513679,42,18,3,0,3,2.2,3,186,163.415365304845,186,155,1,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,False,1,2013-01-14 18:37:00+01:00
